5.52237e-6,5.3727e-6,5.04303e-6,4.81605e-6,4.6102e-6,4.32034e-6,3.92923e-6,3.61646e-6,3.42626e-6,3.35295e-6,3.45331e-6,3.59087e-6
3.09743e-6,3.54541e-6,3.30043e-6,4.04323e-6,6.12128e-6,5.73431e-6,3.08711e-6,1.84323e-6,1.8874e-6,2.05868e-6,1.75125e-6,2.10534e-6
9.41875e-7,1.33944e-6,2.60316e-6,3.05418e-6,3.03648e-6,3.51153e-6,1.55155e-6,7.72583e-7,5.62444e-7,1.50754e-6,1.46118e-6,6.67901e-7
3.85742e-7,7.93912e-7,2.92877e-6,2.99159e-6,2.82463e-6,3.20459e-6,1.39811e-6,7.30555e-7,3.04713e-7,1.15335e-6,1.43629e-6,6.62728e-7
4.3614e-7,9.20864e-7,2.95621e-6,2.97164e-6,2.84794e-6,3.32174e-6,1.53313e-6,6.23866e-7,4.5928e-7,1.45841e-6,1.58384e-6,4.56957e-7
4.03722e-7,7.50586e-7,2.92257e-6,2.89951e-6,2.71221e-6,3.20336e-6,1.27303e-6,7.45992e-7,3.04601e-7,1.16645e-6,1.48119e-6,8.4754e-7
4.20381e-7,9.17286e-7,2.98489e-6,3.0209e-6,2.90364e-6,3.3014e-6,1.57428e-6,6.81077e-7,3.3769e-7,1.35976e-6,1.6486e-6,5.11547e-7
4.2082e-7,7.9582e-7,2.92099e-6,2.82531e-6,2.63556e-6,3.22326e-6,1.12686e-6,7.71186e-7,4.06789e-7,1.28125e-6,1.55259e-6,9.34249e-7
4.0094e-7,8.86606e-7,2.98811e-6,3.03804e-6,2.92267e-6,3.25551e-6,1.512e-6,7.30039e-7,2.32099e-7,1.26714e-6,1.60039e-6,7.07309e-7
4.35286e-7,8.52484e-7,2.92132e-6,2.82523e-6,2.65976e-6,3.26194e-6,1.26068e-6,7.69146e-7,5.16076e-7,1.4131e-6,1.50644e-6,8.16028e-7
3.88492e-7,8.34988e-7,2.96746e-6,3.03808e-6,2.9009e-6,3.21598e-6,1.39774e-6,7.31749e-7,2.77849e-7,1.20169e-6,1.49068e-6,7.07712e-7
4.41524e-7,8.97428e-7,2.92428e-6,2.89112e-6,2.75434e-6,3.30363e-6,1.4219e-6,7.07415e-7,5.34155e-7,1.48476e-6,1.44572e-6,6.59962e-7
3.90451e-7,7.77052e-7,2.93919e-6,2.98927e-6,2.82382e-6,3.20064e-6,1.39505e-6,7.29888e-7,3.02952e-7,1.15204e-6,1.43525e-6,6.62069e-7
