-19.7271,2.41664,0.536606,0.310343,0.321141,0.196153,0.12437,0.0971081,0.0689503,0.0741643,-0.00917474,0.0559206,0.0311468,0.0485535,-0.0305323,0.0567698,0.0272585,0.0372597,0.012738,0.0817326
-28.6282,0.507262,0.929141,-0.144604,0.165647,-0.0941613,0.291372,-0.298398,0.34078,0.152388,0.0927065,0.0684246,-0.163741,-0.170631,0.277312,-0.17543,-0.423376,0.546474,0.413418,0.520162
-32.2852,1.0134,1.38774,0.534933,0.151751,-0.301884,-0.171897,-0.595957,0.156906,0.878752,0.279602,-0.131425,0.0843825,-0.320522,0.334855,-0.226254,-0.223567,0.702363,-0.129568,0.442046
-32.5983,1.30402,1.14977,0.638887,0.0450394,-0.300393,-0.204513,-0.597748,0.096459,0.854436,0.301246,-0.200005,0.122517,-0.338705,0.314018,-0.185081,-0.307935,0.782621,-0.189735,0.495555
-32.5961,1.30611,1.14987,0.638951,0.0437341,-0.300808,-0.207543,-0.597986,0.101174,0.860094,0.303335,-0.204046,0.119484,-0.34124,0.312586,-0.185996,-0.308339,0.776456,-0.20716,0.484446
-32.5931,1.30152,1.14887,0.642629,0.0429591,-0.308209,-0.211186,-0.597139,0.102587,0.858674,0.299063,-0.20476,0.118183,-0.343692,0.311957,-0.183035,-0.306703,0.769863,-0.202895,0.481617
-32.5929,1.30103,1.14946,0.644666,0.0438167,-0.311415,-0.209701,-0.597028,0.0974213,0.852173,0.2934,-0.205306,0.11714,-0.343073,0.312931,-0.181834,-0.306588,0.773367,-0.186363,0.49323
-32.5976,1.30197,1.14935,0.641088,0.0452646,-0.304781,-0.205444,-0.597537,0.094875,0.852482,0.298284,-0.200753,0.121368,-0.339437,0.314376,-0.182939,-0.307217,0.781187,-0.183045,0.498642
-32.5978,1.30604,1.14975,0.637904,0.0440606,-0.299122,-0.205276,-0.597615,0.0990392,0.85759,0.302977,-0.201888,0.121234,-0.339387,0.313765,-0.186082,-0.308504,0.780544,-0.199896,0.490045
-32.5943,1.30414,1.14985,0.640918,0.0434542,-0.304258,-0.210028,-0.598,0.102429,0.860513,0.301787,-0.20503,0.118327,-0.343046,0.311826,-0.184814,-0.307423,0.772217,-0.208013,0.481075
-32.5916,1.30151,1.1494,0.644391,0.0433588,-0.310562,-0.210883,-0.596888,0.100086,0.854623,0.294971,-0.205762,0.117055,-0.344177,0.311859,-0.182542,-0.306719,0.770535,-0.194418,0.486826
-32.5957,1.30077,1.14914,0.643039,0.0442249,-0.30968,-0.207618,-0.597286,0.0954485,0.851643,0.294748,-0.203386,0.118681,-0.341122,0.314323,-0.181503,-0.306581,0.777273,-0.181964,0.497843
-32.5983,1.30402,1.14977,0.638887,0.0450394,-0.300393,-0.204513,-0.597748,0.096459,0.854436,0.301246,-0.200005,0.122517,-0.338705,0.314018,-0.185081,-0.307935,0.782621,-0.189735,0.495555
-32.5961,1.30611,1.14987,0.638951,0.0437341,-0.300808,-0.207543,-0.597986,0.101174,0.860094,0.303335,-0.204046,0.119484,-0.34124,0.312586,-0.185996,-0.308339,0.776456,-0.20716,0.484446
-32.5931,1.30152,1.14887,0.642629,0.0429591,-0.308209,-0.211186,-0.597139,0.102587,0.858674,0.299063,-0.20476,0.118183,-0.343692,0.311957,-0.183035,-0.306703,0.769863,-0.202895,0.481617
-32.5929,1.30103,1.14946,0.644666,0.0438167,-0.311415,-0.209701,-0.597028,0.0974213,0.852173,0.2934,-0.205306,0.11714,-0.343073,0.312931,-0.181834,-0.306588,0.773367,-0.186363,0.49323
-32.5976,1.30197,1.14935,0.641088,0.0452646,-0.304781,-0.205444,-0.597537,0.094875,0.852482,0.298284,-0.200753,0.121368,-0.339437,0.314376,-0.182939,-0.307217,0.781187,-0.183045,0.498642
