-4.53766,0.996882,-0.13099,1.08896,0.136322,0.234434,0.252701,0.576797,0.0691721,0.407543,0.33843,0.394546,0.102591,0.155038,0.218632,0.0250792,0.0196816,-0.104251,-0.121378,-0.0831498
-5.66693,0.434864,0.0381426,0.774768,0.0477842,0.560001,0.495602,0.603375,0.160977,0.530733,0.398505,0.331254,0.0780496,0.0213643,0.195744,0.147379,0.0397706,0.154447,0.080543,0.132983
-6.05797,0.935067,-0.277515,1.17804,0.100391,0.278392,0.26224,0.678401,-0.0550797,0.212457,0.439297,0.399819,0.077622,0.294075,0.269206,0.0799894,0.155028,0.0695293,0.0304529,0.168727
-6.46782,1.0022,-0.589949,1.21887,-0.147999,0.193957,0.535041,0.260645,0.110347,0.331776,0.0795643,0.379605,0.0571686,-0.0012845,0.225295,0.34797,0.173507,0.10803,-0.035977,0.240455
-6.65856,1.15981,-1.56841,1.17367,0.536688,-0.0466235,0.601195,0.520687,0.168449,0.391999,0.354049,0.284136,0.319163,0.274332,0.0954984,0.295703,0.185759,0.0339606,0.042238,0.177339
-6.92242,1.16843,-1.15342,1.20685,0.24781,0.461274,0.349373,0.253523,0.423766,0.503793,0.208965,0.409938,0.199554,0.00666365,-0.0629737,0.183423,0.25275,-0.101172,-0.125844,0.209534
-6.62167,0.925524,-1.27241,1.73019,0.0829565,0.246207,0.248185,0.311078,0.473507,0.214876,0.141615,0.341398,0.160404,-0.103401,-0.0737985,0.127542,0.107402,0.175056,0.0635283,0.0920422
-5.69127,1.30491,-1.10766,1.43411,-0.331739,0.365359,0.444579,0.357587,0.325718,0.313856,-0.0321703,0.319578,0.202037,-0.052507,-0.0485484,0.0650158,0.0636069,0.0968535,0.0374714,-0.0528326
-4.70237,0.742615,-0.203978,1.25533,0.0495431,0.67211,0.476154,0.299855,0.0898245,0.268514,0.0915659,0.202193,-0.277666,-0.187738,0.0200337,0.287121,0.168119,0.155014,-0.0442685,-0.169137
-5.29155,0.469219,-0.589286,1.27418,-0.0952996,0.407941,0.259054,0.395723,0.154376,0.371634,0.113478,0.226353,0.0719462,0.0585002,-0.0257661,0.430736,0.113019,0.172564,-0.172473,-0.0209574
-5.85862,1.0106,-0.983717,1.77831,0.0401569,0.107453,0.180432,0.0993921,0.0734137,0.320934,0.327188,0.406099,0.0368813,0.225951,0.076985,0.464838,0.28276,0.150537,-0.112212,-0.214361
-6.66937,1.24539,-0.907549,1.48042,0.0277644,0.197209,0.413499,0.220155,0.335268,0.450057,0.130066,0.0158815,-0.0647449,0.0814892,0.217277,0.212266,0.402672,0.143621,-0.111808,-0.28401
-4.34792,1.51535,-0.400647,1.46831,0.142916,-0.1024,0.342889,0.436564,0.141974,0.29211,0.126764,0.425929,0.0833383,-0.0199948,-0.279328,-0.0472466,0.235241,0.209702,-0.0147435,-0.117915
-4.43991,-0.601739,0.502574,0.662159,-0.0996548,-0.0901326,0.121076,0.132539,0.176746,0.228695,-0.0943847,0.139665,0.292277,0.117488,-0.258675,-0.463899,-0.0996761,-0.249749,-0.0665979,0.0998908
-4.49194,-0.395769,0.318355,0.825467,0.203166,0.0473161,0.108797,0.465768,0.506505,-0.0932866,-0.337302,0.0320173,0.201822,0.219123,-0.377403,-0.41638,-0.18471,-0.0311649,0.168795,0.124774
-5.07643,0.179672,-0.368274,1.2746,-0.0546427,0.286551,0.434374,0.189365,0.350525,0.093314,-0.0449126,-0.0236347,0.264958,0.0631425,-0.074559,-0.230018,-0.37336,-0.152949,0.0587277,0.13769
-5.55073,0.413942,-0.855215,1.67534,-0.061045,0.441384,0.372605,0.221975,0.181315,-0.0294324,0.0350748,0.0940663,0.139793,0.222935,0.24226,-0.271472,-0.435654,-0.299031,0.126026,0.185924
-5.94521,0.465044,-0.851632,1.71449,0.160872,0.558609,0.422548,0.194618,0.414235,-0.0737048,-0.42015,0.312816,0.318591,0.309764,-0.200691,-0.406448,-0.234487,-0.363918,-0.176709,0.370092
