0.0347664,0.0360625,0.0309393,0.0188892,0.0100851,0.0238348,0.0318888,0.0308558,0.0243708,0.0135247,0.0053795,0.00931335
0.11884,0.130611,0.133957,0.107142,0.0837035,0.0976506,0.136607,0.13301,0.104826,0.0965043,0.0763695,0.076094
0.0535543,0.0583951,0.0516671,0.0482133,0.0419298,0.0374271,0.061158,0.0636334,0.0383252,0.055471,0.0478128,0.0238969
0.044821,0.0341033,0.0156544,0.0150833,0.0356644,0.0322018,0.0322751,0.0767104,0.0693921,0.0278506,0.0166744,0.0174528
0.035871,0.0213423,0.0122464,0.0201207,0.0346241,0.0227777,0.0402633,0.0818868,0.0463596,0.0147208,0.0192936,0.0141873
0.0320317,0.0124243,0.00669145,0.0208334,0.0315537,0.0184413,0.0500844,0.0800458,0.0362622,0.0144606,0.0170199,0.019591
0.0302628,0.0143044,0.00725182,0.0198604,0.0273794,0.0167403,0.0526785,0.0772611,0.0303485,0.0124013,0.0161752,0.0160737
0.024124,0.00833274,0.00764903,0.0199724,0.023359,0.0171765,0.0553268,0.071728,0.0282011,0.0124628,0.0116653,0.016201
0.0246093,0.00998625,0.0075986,0.0160497,0.0193936,0.0151772,0.052476,0.0623291,0.0209334,0.0105072,0.011383,0.0172119
0.0228115,0.00899608,0.00707175,0.0134568,0.0135596,0.0127619,0.0466303,0.0539415,0.0196405,0.00953277,0.00989172,0.0162692
0.0264228,0.0110222,0.00671007,0.0100925,0.0119091,0.0132255,0.0413324,0.0442659,0.0149547,0.00893605,0.0102348,0.0180629
0.021198,0.00765218,0.00687057,0.00803486,0.0094948,0.0107297,0.0303833,0.0335987,0.0111673,0.00752085,0.00883006,0.0138226
0.0232927,0.00912219,0.00667467,0.00882674,0.00827409,0.00839577,0.0226872,0.0248628,0.00929793,0.00875976,0.0108616,0.0146467
0.0176009,0.00637374,0.0055294,0.00531209,0.0068032,0.00665309,0.0156607,0.0206994,0.0103506,0.00839851,0.00898424,0.00986942
0.0204741,0.00826212,0.00582721,0.00607455,0.00717581,0.00511966,0.012586,0.0152121,0.00623673,0.00399296,0.00580141,0.0112237
0.0133297,0.00656916,0.00541187,0.00423939,0.0071717,0.00651107,0.0106352,0.0153328,0.00896144,0.0046408,0.00506522,0.00465394
0.015695,0.00747755,0.00694515,0.00641175,0.00680165,0.00722722,0.0112604,0.0102238,0.00462757,0.00411072,0.00665752,0.0129142
0.00884053,0.00420965,0.00488038,0.0036898,0.00683181,0.0064629,0.0093624,0.0134833,0.00808325,0.00447471,0.00434549,0.00372041
0.0104344,0.00589442,0.00669758,0.00678359,0.00646041,0.0068432,0.00926549,0.00791622,0.00458356,0.00344368,0.00375835,0.0102183
0.00550457,0.00396886,0.00503334,0.003394,0.00649697,0.00562913,0.00745086,0.0121491,0.00739194,0.00405664,0.00434934,0.00333995
0.00622389,0.0044038,0.00629713,0.00714479,0.00724021,0.00687937,0.00741005,0.00698781,0.00498576,0.00500417,0.00496143,0.00722444
0.0217124,0.0321009,0.0374517,0.0589628,0.0477061,0.0461102,0.037993,0.0593227,0.083096,0.0498369,0.0375644,0.0594192
0.00628943,0.00356453,0.00658139,0.00722054,0.00802913,0.00613208,0.00706935,0.0062214,0.00447903,0.00616118,0.00554585,0.00832232
0.00367287,0.00387532,0.00529379,0.00271381,0.00657567,0.00416926,0.00372077,0.00880984,0.00639515,0.00388898,0.00544638,0.00371243
0.00623479,0.00439582,0.00628102,0.00717181,0.00556851,0.00473208,0.00605249,0.00590794,0.00340315,0.00463051,0.0054311,0.0099791
0.00416542,0.00461349,0.00575252,0.00249307,0.00532491,0.00400491,0.00491897,0.0101974,0.00671755,0.00400164,0.00471016,0.00438566
0.00656518,0.00353581,0.00700273,0.00749472,0.00548688,0.00480667,0.00557548,0.00663756,0.00359708,0.00531639,0.00547328,0.00894546
0.00484258,0.00538122,0.00645268,0.00323334,0.00527591,0.00431711,0.0054401,0.010562,0.00622229,0.00449851,0.00546228,0.00559872
0.00756853,0.00447001,0.00787487,0.00766867,0.00589934,0.00476712,0.00568535,0.00673081,0.00406993,0.0056681,0.00530683,0.00867082
0.0154824,0.0154263,0.01424,0.00854763,0.00910802,0.00865368,0.00986674,0.0136914,0.0081422,0.0060888,0.00622063,0.00679674
0.051028,0.0540425,0.0509535,0.0310364,0.0170063,0.0361325,0.0468065,0.0481113,0.0394592,0.0287647,0.0150746,0.0245974
0.101452,0.134403,0.15088,0.11536,0.0716994,0.0812194,0.13396,0.136931,0.0987097,0.0919595,0.0755353,0.0663319
0.0506192,0.0526263,0.0408354,0.0329066,0.0407551,0.0399885,0.0522533,0.0640046,0.0501737,0.0518237,0.0390321,0.0278147
0.0448452,0.0315257,0.0162596,0.0194979,0.0325968,0.0279579,0.034521,0.0807965,0.0651782,0.0239575,0.0196301,0.0188295
0.0317074,0.0181553,0.00452445,0.0169634,0.0343852,0.021235,0.0427976,0.0856694,0.045822,0.0129263,0.0178103,0.0161165
0.0281851,0.015012,0.00935202,0.0205452,0.0310669,0.0181609,0.0503318,0.0773204,0.0323693,0.0116301,0.017636,0.0169705
0.0343246,0.0168093,0.0111607,0.0241018,0.0279171,0.019146,0.0564124,0.0741617,0.0289497,0.0154943,0.0132206,0.0206234
0.0294419,0.0134226,0.0072844,0.0183395,0.0244047,0.017317,0.0550545,0.0705671,0.0262903,0.00905142,0.0102612,0.0168585
0.0244918,0.00797064,0.00755794,0.0149139,0.0194386,0.0156192,0.052418,0.0630691,0.0235448,0.00925581,0.00964466,0.0174183
0.026798,0.0120278,0.00827345,0.013817,0.0151664,0.0143721,0.0468776,0.0513254,0.0182582,0.00571641,0.00882532,0.0173113
0.0196311,0.00907288,0.00435678,0.009506,0.00886912,0.012318,0.0381638,0.040864,0.0148594,0.00792433,0.00826201,0.0135956
0.019782,0.00854789,0.00598263,0.00664634,0.00876597,0.00919391,0.0299811,0.034179,0.0143048,0.00775751,0.0102793,0.0134159
0.018996,0.00749585,0.00720584,0.00867013,0.00782649,0.00950238,0.0221747,0.0233576,0.00847549,0.006897,0.00840103,0.0115748
0.0187052,0.0080253,0.00609725,0.00429953,0.00748036,0.00736392,0.0151265,0.0213387,0.00963573,0.0061806,0.00624745,0.00760743
0.01484,0.00674379,0.00570848,0.0068949,0.00644833,0.00600051,0.0106885,0.0148551,0.00744521,0.00471174,0.00820208,0.00520658
0.0126832,0.00746897,0.00582213,0.00384973,0.00632921,0.00594345,0.00982038,0.0145159,0.00645008,0.00447749,0.00556616,0.00465557
0.0125859,0.00562649,0.00569415,0.00694461,0.00681818,0.00632753,0.0104794,0.0124673,0.0072168,0.00682887,0.00754808,0.00676971
0.00897018,0.00491796,0.00511048,0.00432135,0.00580916,0.00624857,0.00883075,0.0132634,0.00601308,0.00535302,0.00502141,0.0051067
0.0115481,0.00549493,0.00692796,0.00729639,0.00648518,0.00550928,0.00951083,0.0129757,0.00734811,0.00653696,0.00667357,0.00700243
0.0145723,0.0161153,0.0139506,0.00891856,0.00910605,0.011549,0.00938254,0.0166452,0.00931265,0.00735602,0.00626071,0.00542007
0.059503,0.0638973,0.0556525,0.0390872,0.0228506,0.0428711,0.059234,0.0553406,0.0432742,0.0364324,0.0235864,0.0253922
0.0845639,0.110201,0.127452,0.102491,0.0557963,0.0697969,0.12065,0.11525,0.0784954,0.0899981,0.0700265,0.0500507
0.0473769,0.0478017,0.0291889,0.027745,0.0400068,0.0374995,0.0404595,0.0631341,0.0542796,0.0436511,0.0324825,0.024601
0.0428563,0.0291356,0.0147553,0.0181983,0.0347688,0.0277511,0.0331976,0.0807988,0.0600027,0.020869,0.0202309,0.015992
0.0350018,0.015203,0.00434309,0.017901,0.0347187,0.021527,0.0468348,0.085955,0.0432266,0.0159903,0.0212182,0.0200135
0.0284112,0.0124995,0.00668481,0.0186734,0.0291916,0.0188158,0.0518114,0.0832774,0.0356434,0.0133756,0.0154367,0.0147026
0.0251058,0.0109295,0.00689561,0.0205716,0.0264821,0.0182588,0.055476,0.0780984,0.0307034,0.0135185,0.0139203,0.0155104
