-11.2457,1.56409,1.20731,1.40855,-0.45506,0.821257,-0.135405,0.20884,0.282218,-0.046869,0.137011,0.0382508,0.11379,-0.0320549,0.181883,-0.00374128,0.0570907,-0.100311,-0.00445514,0.262489
-4.72773,0.652766,1.1126,1.75521,-0.406513,0.753358,0.208271,0.293872,0.452308,-0.0970473,0.127974,0.148895,0.383132,0.199297,0.113699,-0.258336,0.0807052,0.000756118,0.0824312,0.0917113
-3.86351,3.13644,1.37705,1.27952,-0.737133,0.818179,0.425027,0.0696618,0.305947,-0.413271,-0.156278,0.100144,0.174242,0.114646,-0.0377759,0.0918778,-0.126374,0.0566428,-0.0399769,0.12177
-6.43061,2.96405,1.02182,1.47265,-0.0820407,0.7529,0.44852,0.339105,-0.0552067,-0.111616,0.0344138,0.187581,0.288285,0.0997123,0.0315405,-0.123483,-0.0668056,0.168905,-0.0359653,-0.00378154
-7.77773,3.20055,0.603422,0.875668,0.0983023,0.5715,0.461914,0.604093,0.153005,0.268032,0.0773441,0.204439,-0.0425417,0.169714,0.281995,0.239069,-0.0618635,0.187504,0.279482,0.0483673
-7.62646,2.87815,0.784994,1.04026,0.0975877,0.854319,0.462266,0.658768,0.394051,0.100453,0.125633,0.161141,-0.0331768,0.144333,0.248523,0.128593,-0.140483,0.00236279,0.103205,-0.0409274
-4.95339,0.648118,1.08919,1.42211,-0.712528,0.956484,0.649954,0.492122,0.533739,0.0276184,0.295552,0.200528,0.0920955,0.0839158,0.210658,-0.0581803,0.0919567,-0.0872762,0.0603018,0.00275471
-5.93048,1.40717,0.806182,1.66856,-0.612506,0.981625,0.487847,0.200566,0.456633,-0.0510362,0.15051,0.265387,0.0635561,0.0827594,-0.0124437,0.157156,0.132553,0.338927,0.095962,-0.046908
-7.11162,2.23408,0.233125,1.06858,-0.20877,0.983051,0.822561,0.674765,0.248112,0.24382,0.171236,0.286534,0.108811,-0.0171757,0.145415,0.0832839,-0.0547473,0.185223,0.0370246,-0.158565
-7.96722,2.95999,0.494596,0.816053,0.305551,0.824522,0.570888,0.846545,0.453124,0.247833,-0.0904994,0.143695,-0.00277146,0.196588,0.234699,0.176963,-0.0765605,0.113008,-0.0199347,-0.310561
-7.42332,2.57454,0.827563,1.12854,-0.20587,0.891126,0.401029,0.765538,0.400681,0.050775,-0.0382364,0.187748,0.172857,0.403757,0.160229,-0.0552969,-0.0178279,0.161964,-0.00932513,-0.0404966
-4.95633,0.293434,0.83042,1.46378,-0.586891,0.951769,0.578098,0.488656,0.320445,-0.102058,0.134169,0.338297,0.233655,0.223078,0.198106,0.121029,0.364255,0.0781754,0.0320543,-0.00351465
-6.11217,1.14813,0.684473,1.38319,-0.686694,1.07358,0.687018,0.28087,0.376191,-0.241246,0.050834,0.237863,0.0309034,0.232506,0.156081,0.316054,0.296013,0.210945,0.132311,-0.0742067
-7.27462,2.3027,0.525637,1.04511,-0.196705,0.733345,0.69401,0.624988,0.176379,0.0767892,0.023423,0.0341064,-0.0292463,0.224479,0.540476,0.135827,-0.00140655,0.398806,0.153887,-0.189772
-7.87154,2.99351,0.410372,0.724753,0.188883,0.704205,0.524003,0.749693,0.240285,0.162864,-0.144859,0.0565156,0.0691472,0.304963,0.251228,0.187339,-0.00173019,0.331279,0.235038,0.0501045
-7.89467,2.97566,0.387199,0.705441,0.154398,0.625412,0.428373,0.629343,0.10178,0.092515,-0.0951463,0.24488,0.244543,0.278583,0.0577812,0.130713,0.0636991,0.275447,0.188123,0.141431
-7.88218,2.8634,0.2793,0.542729,-0.00513397,0.587786,0.42681,0.578725,0.0312705,0.0473227,-0.0839645,0.254223,0.0636094,0.17255,0.139678,0.283852,0.049645,0.256777,0.252587,0.159306
-7.92843,2.80154,0.239098,0.488537,0.0013334,0.624759,0.510348,0.680135,0.144885,0.121999,-0.000199636,0.176207,-0.0566557,0.205131,0.28837,0.304012,-0.0195234,0.203081,0.244504,0.0964988
-7.93478,2.77486,0.229031,0.628259,0.0585203,0.563716,0.474859,0.822868,0.269326,0.113573,-0.109286,0.152202,0.0965155,0.311951,0.213875,0.182824,-0.012489,0.183594,0.201205,0.108021
-7.95803,2.75452,0.200121,0.573423,0.0120889,0.580535,0.427987,0.617722,0.114426,0.0852028,-0.108586,0.237482,0.184136,0.202339,0.0493644,0.1879,0.100699,0.279947,0.209307,0.176815
-7.17706,1.90917,0.245318,0.708234,-0.383761,0.888229,0.344191,0.499469,0.158142,-0.130201,0.0577811,0.145288,0.0471976,0.053201,0.115873,0.160843,0.232286,0.220189,0.164658,0.0735404
-5.32446,-0.0831452,0.567292,1.38623,-0.845646,0.874135,0.55705,0.460588,0.347025,0.0686484,0.237042,-0.067663,-0.146677,0.143476,0.362031,0.00750931,0.160188,0.056193,0.144806,-0.21059
-6.38816,0.624565,0.200745,1.21448,-0.71425,1.02848,0.703466,0.415256,0.587182,0.00633282,-0.0399292,0.0287614,-0.0731238,0.0749142,-0.0104858,0.135141,0.141767,0.281476,0.284691,0.0586389
-7.29386,1.96218,-0.0391509,0.814707,-0.421749,0.75634,0.574137,0.620043,0.139114,-0.12156,-0.355684,0.0795132,0.266458,0.101207,0.0356844,-0.0411726,0.0649256,0.215283,0.155389,0.0872188
